No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,time 1,time 2 ,delay 1,delay 2,jiter
12707,384.701799,23.111.9.35,192.168.43.125,TCP,54,443  >  49219 [RST] Seq=4141 Win=0 Len=0,,,,,,,,,,385.633811,384.701799,0.932012,383.769787,382.837775
12908,385.633811,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49232  >  443 [ACK] Seq=1530 Ack=4142 Win=64768 Len=1,,,,,,,,,,385.714819,385.633811,0.081008,385.552803,385.471795
12929,385.714819,74.125.24.149,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49232 [ACK] Seq=4142 Ack=1531 Win=68352 Len=0 SLE=1530 SRE=1531,,,,,,,,,,385.783344,385.714819,0.068525,385.646294,385.577769
12939,385.783344,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,385.974552,385.783344,0.191208,385.592136,385.400928
12997,385.974552,192.168.43.125,23.111.9.35,TCP,66,49237  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,387.197416,385.974552,1.222864,384.751688,383.528824
13235,387.197416,23.111.9.35,192.168.43.125,TCP,66,"443  >  49236 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1380 SACK_PERM=1 WS=1024",,,,,,,,,,387.197557,387.197416,0.000141,387.197275,387.197134
13236,387.197557,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,387.199343,387.197557,0.001786,387.195771,387.193985
13237,387.199343,192.168.43.125,23.111.9.35,TLSv1.2,571,Client Hello,,,,,,,,,,387.546204,387.199343,0.346861,386.852482,386.505621
13240,387.546204,23.111.9.35,192.168.43.125,TCP,54,443  >  49236 [ACK] Seq=1 Ack=518 Win=30720 Len=0,,,,,,,,,,387.546653,387.546204,0.000449,387.545755,387.545306
13241,387.546653,23.111.9.35,192.168.43.125,TLSv1.2,1434,Server Hello,,,,,,,,,,387.546806,387.546653,0.000153,387.5465,387.546347
13242,387.546806,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=1381 Ack=518 Win=30720 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,387.546859,387.546806,5.3E-05,387.546753,387.5467
13243,387.546859,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=518 Ack=2761 Win=66048 Len=0,,,,,,,,,,387.54695,387.546859,9.1E-05,387.546768,387.546677
13244,387.54695,23.111.9.35,192.168.43.125,TLSv1.2,1434,Certificate [TCP segment of a reassembled PDU],,,,,,,,,,387.547006,387.54695,5.6E-05,387.546894,387.546838
13245,387.547006,23.111.9.35,192.168.43.125,TLSv1.2,591,"Certificate Status, Server Key Exchange, Server Hello Done",,,,,,,,,,387.54704,387.547006,3.4E-05,387.546972,387.546938
13246,387.54704,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=518 Ack=4678 Win=66048 Len=0,,,,,,,,,,387.557635,387.54704,0.010595,387.536445,387.52585
13247,387.557635,192.168.43.125,23.111.9.35,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,387.558166,387.557635,0.000531,387.557104,387.556573
13248,387.558166,192.168.43.125,23.111.9.35,TLSv1.2,153,Application Data,,,,,,,,,,387.55937,387.558166,0.001204,387.556962,387.555758
13249,387.55937,192.168.43.125,23.111.9.35,TLSv1.2,399,Application Data,,,,,,,,,,387.902926,387.55937,0.343556,387.215814,386.872258
13264,387.902926,23.111.9.35,192.168.43.125,TLSv1.2,312,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,387.903045,387.902926,0.000119,387.902807,387.902688
13265,387.903045,23.111.9.35,192.168.43.125,TLSv1.2,123,Application Data,,,,,,,,,,387.903095,387.903045,5E-05,387.902995,387.902945
13266,387.903095,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1088 Ack=5005 Win=65792 Len=0,,,,,,,,,,387.903537,387.903095,0.000442,387.902653,387.902211
13267,387.903537,192.168.43.125,23.111.9.35,TLSv1.2,92,Application Data,,,,,,,,,,387.922424,387.903537,0.018887,387.88465,387.865763
13269,387.922424,23.111.9.35,192.168.43.125,TLSv1.2,412,Application Data,,,,,,,,,,387.922883,387.922424,0.000459,387.921965,387.921506
13270,387.922883,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=5363 Ack=1088 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,387.922932,387.922883,4.9E-05,387.922834,387.922785
13271,387.922932,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=6743 Win=66048 Len=0,,,,,,,,,,387.923003,387.922932,7.1E-05,387.922861,387.92279
13272,387.923003,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=6743 Ack=1088 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,387.923039,387.923003,3.6E-05,387.922967,387.922931
13273,387.923039,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=8123 Ack=1088 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,387.923063,387.923039,2.4E-05,387.923015,387.922991
13274,387.923063,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=9503 Win=66048 Len=0,,,,,,,,,,387.923351,387.923063,0.000288,387.922775,387.922487
13275,387.923351,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=9503 Ack=1088 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,387.923445,387.923351,9.4E-05,387.923257,387.923163
13276,387.923445,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=10883 Ack=1088 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,387.923486,387.923445,4.1E-05,387.923404,387.923363
13277,387.923486,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=12263 Win=66048 Len=0,,,,,,,,,,387.923555,387.923486,6.9E-05,387.923417,387.923348
13278,387.923555,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=12263 Ack=1088 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.122986,387.923555,0.199431,387.724124,387.524693
13371,388.122986,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0,,,,,,,,,,388.263762,388.122986,0.140776,387.98221,387.841434
13374,388.263762,23.111.9.35,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49236 [ACK] Seq=20543 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU],,,,,,,,,,388.263884,388.263762,0.000122,388.26364,388.263518
13375,388.263884,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 13371#1] 49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0 SLE=20543 SRE=21923,,,,,,,,,,388.264003,388.263884,0.000119,388.263765,388.263646
13376,388.264003,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=21923 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.264045,388.264003,4.2E-05,388.263961,388.263919
13377,388.264045,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 13371#2] 49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0 SLE=20543 SRE=23303,,,,,,,,,,388.264108,388.264045,6.3E-05,388.263982,388.263919
13379,388.264108,23.111.9.35,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49236 [ACK] Seq=26063 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.264149,388.264108,4.1E-05,388.264067,388.264026
13380,388.264149,192.168.43.125,23.111.9.35,TCP,74,[TCP Dup ACK 13371#3] 49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.264193,388.264149,4.4E-05,388.264105,388.264061
13381,388.264193,23.111.9.35,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49236 [ACK] Seq=31583 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.264229,388.264193,3.6E-05,388.264157,388.264121
13382,388.264229,192.168.43.125,23.111.9.35,TCP,82,[TCP Dup ACK 13371#4] 49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.469931,388.264229,0.205702,388.058527,387.852825
13402,388.469931,23.111.9.35,192.168.43.125,TCP,1434,"[TCP Previous segment not captured] 443  >  49236 [ACK] Seq=37103 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU], Application Data",,,,,,,,,,388.470015,388.469931,8.4E-05,388.469847,388.469763
13403,388.470015,192.168.43.125,23.111.9.35,TCP,90,[TCP Dup ACK 13371#5] 49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0 SLE=37103 SRE=38483 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.470099,388.470015,8.4E-05,388.469931,388.469847
13404,388.470099,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=38483 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.47013,388.470099,3.1E-05,388.470068,388.470037
13405,388.47013,192.168.43.125,23.111.9.35,TCP,90,[TCP Dup ACK 13371#6] 49236  >  443 [ACK] Seq=1126 Ack=13643 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.60215,388.47013,0.13202,388.33811,388.20609
13408,388.60215,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=13643 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.602268,388.60215,0.000118,388.602032,388.601914
13409,388.602268,192.168.43.125,23.111.9.35,TCP,90,49236  >  443 [ACK] Seq=1126 Ack=15023 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.602371,388.602268,0.000103,388.602165,388.602062
13410,388.602371,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=15023 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.602415,388.602371,4.4E-05,388.602327,388.602283
13411,388.602415,192.168.43.125,23.111.9.35,TCP,90,49236  >  443 [ACK] Seq=1126 Ack=16403 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.602885,388.602415,0.00047,388.601945,388.601475
13412,388.602885,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=16403 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.602963,388.602885,7.8E-05,388.602807,388.602729
13413,388.602963,192.168.43.125,23.111.9.35,TCP,90,49236  >  443 [ACK] Seq=1126 Ack=17783 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.605615,388.602963,0.002652,388.600311,388.597659
13414,388.605615,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=17783 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.605735,388.605615,0.00012,388.605495,388.605375
13415,388.605735,192.168.43.125,23.111.9.35,TCP,90,49236  >  443 [ACK] Seq=1126 Ack=19163 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443 SLE=20543 SRE=23303,,,,,,,,,,388.606976,388.605735,0.001241,388.604494,388.603253
13416,388.606976,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=19163 Ack=1126 Win=31744 Len=1380,,,,,,,,,,388.607038,388.606976,6.2E-05,388.606914,388.606852
13417,388.607038,192.168.43.125,23.111.9.35,TCP,82,49236  >  443 [ACK] Seq=1126 Ack=23303 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443,,,,,,,,,,388.607116,388.607038,7.8E-05,388.60696,388.606882
13418,388.607116,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=23303 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.607156,388.607116,4E-05,388.607076,388.607036
13419,388.607156,192.168.43.125,23.111.9.35,TCP,82,49236  >  443 [ACK] Seq=1126 Ack=24683 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963 SLE=26063 SRE=27443,,,,,,,,,,388.607222,388.607156,6.6E-05,388.60709,388.607024
13420,388.607222,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=24683 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.607271,388.607222,4.9E-05,388.607173,388.607124
13421,388.607271,192.168.43.125,23.111.9.35,TCP,74,49236  >  443 [ACK] Seq=1126 Ack=27443 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963,,,,,,,,,,388.607334,388.607271,6.3E-05,388.607208,388.607145
13422,388.607334,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=27443 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.607386,388.607334,5.2E-05,388.607282,388.60723
13423,388.607386,192.168.43.125,23.111.9.35,TCP,74,49236  >  443 [ACK] Seq=1126 Ack=28823 Win=64768 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963,,,,,,,,,,388.607955,388.607386,0.000569,388.606817,388.606248
13424,388.607955,192.168.43.125,23.111.9.35,TCP,74,[TCP Window Update] 49236  >  443 [ACK] Seq=1126 Ack=28823 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963,,,,,,,,,,388.80396,388.607955,0.196005,388.41195,388.215945
13425,388.80396,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=28823 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.804044,388.80396,8.4E-05,388.803876,388.803792
13426,388.804044,192.168.43.125,23.111.9.35,TCP,74,49236  >  443 [ACK] Seq=1126 Ack=30203 Win=66048 Len=0 SLE=37103 SRE=39863 SLE=31583 SRE=32963,,,,,,,,,,388.804297,388.804044,0.000253,388.803791,388.803538
13427,388.804297,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=30203 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.804415,388.804297,0.000118,388.804179,388.804061
13428,388.804415,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=32963 Win=66048 Len=0 SLE=37103 SRE=39863,,,,,,,,,,388.942712,388.804415,0.138297,388.666118,388.527821
13429,388.942712,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=34343 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.942814,388.942712,0.000102,388.94261,388.942508
13430,388.942814,192.168.43.125,23.111.9.35,TCP,74,[TCP Dup ACK 13428#1] 49236  >  443 [ACK] Seq=1126 Ack=32963 Win=66048 Len=0 SLE=34343 SRE=35723 SLE=37103 SRE=39863,,,,,,,,,,388.943424,388.942814,0.00061,388.942204,388.941594
13431,388.943424,23.111.9.35,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49236 [ACK] Seq=42623 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,388.943494,388.943424,7E-05,388.943354,388.943284
13432,388.943494,192.168.43.125,23.111.9.35,TCP,82,[TCP Dup ACK 13428#2] 49236  >  443 [ACK] Seq=1126 Ack=32963 Win=66048 Len=0 SLE=42623 SRE=44003 SLE=34343 SRE=35723 SLE=37103 SRE=39863,,,,,,,,,,388.974112,388.943494,0.030618,388.912876,388.882258
13433,388.974112,192.168.43.125,23.111.9.35,TCP,66,[TCP Retransmission] 49237  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,389.148447,388.974112,0.174335,388.799777,388.625442
13434,389.148447,23.111.9.35,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49236 [ACK] Seq=50903 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,389.148548,389.148447,0.000101,389.148346,389.148245
13435,389.148548,192.168.43.125,23.111.9.35,TCP,90,[TCP Dup ACK 13428#3] 49236  >  443 [ACK] Seq=1126 Ack=32963 Win=66048 Len=0 SLE=50903 SRE=52283 SLE=42623 SRE=44003 SLE=34343 SRE=35723 SLE=37103 SRE=39863,,,,,,,,,,389.148965,389.148548,0.000417,389.148131,389.147714
13436,389.148965,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=52283 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,389.149052,389.148965,8.7E-05,389.148878,389.148791
13437,389.149052,192.168.43.125,23.111.9.35,TCP,90,[TCP Dup ACK 13428#4] 49236  >  443 [ACK] Seq=1126 Ack=32963 Win=66048 Len=0 SLE=50903 SRE=53663 SLE=42623 SRE=44003 SLE=34343 SRE=35723 SLE=37103 SRE=39863,,,,,,,,,,389.361196,389.149052,0.212144,388.936908,388.724764
13438,389.361196,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=32963 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,389.36131,389.361196,0.000114,389.361082,389.360968
13439,389.36131,192.168.43.125,23.111.9.35,TCP,82,49236  >  443 [ACK] Seq=1126 Ack=35723 Win=66048 Len=0 SLE=50903 SRE=53663 SLE=42623 SRE=44003 SLE=37103 SRE=39863,,,,,,,,,,389.503981,389.36131,0.142671,389.218639,389.075968
13444,389.503981,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=44003 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,389.504068,389.503981,8.7E-05,389.503894,389.503807
13445,389.504068,192.168.43.125,23.111.9.35,TCP,82,[TCP Dup ACK 13439#1] 49236  >  443 [ACK] Seq=1126 Ack=35723 Win=66048 Len=0 SLE=42623 SRE=45383 SLE=50903 SRE=53663 SLE=37103 SRE=39863,,,,,,,,,,390.460246,389.504068,0.956178,388.54789,387.591712
13571,390.460246,23.111.9.35,192.168.43.125,TCP,66,"443  >  49237 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1380 SACK_PERM=1 WS=1024",,,,,,,,,,390.460368,390.460246,0.000122,390.460124,390.460002
13572,390.460368,192.168.43.125,23.111.9.35,TCP,54,49237  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,390.461382,390.460368,0.001014,390.459354,390.45834
13574,390.461382,192.168.43.125,23.111.9.35,TLSv1.2,571,Client Hello,,,,,,,,,,390.934777,390.461382,0.473395,389.987987,389.514592
13655,390.934777,23.111.9.35,192.168.43.125,TCP,54,443  >  49237 [ACK] Seq=1 Ack=518 Win=30720 Len=0,,,,,,,,,,390.934867,390.934777,9E-05,390.934687,390.934597
13656,390.934867,23.111.9.35,192.168.43.125,TLSv1.2,204,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,390.940762,390.934867,0.005895,390.928972,390.923077
13657,390.940762,192.168.43.125,23.111.9.35,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,391.215163,390.940762,0.274401,390.666361,390.39196
13713,391.215163,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=35723 Ack=1126 Win=31744 Len=1380,,,,,,,,,,391.21527,391.215163,0.000107,391.215056,391.214949
13714,391.21527,192.168.43.125,23.111.9.35,TCP,74,49236  >  443 [ACK] Seq=1126 Ack=39863 Win=66048 Len=0 SLE=42623 SRE=45383 SLE=50903 SRE=53663,,,,,,,,,,391.558864,391.21527,0.343594,390.871676,390.528082
13780,391.558864,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=39863 Ack=1126 Win=31744 Len=1380,,,,,,,,,,391.558979,391.558864,0.000115,391.558749,391.558634
13781,391.558979,192.168.43.125,23.111.9.35,TCP,74,49236  >  443 [ACK] Seq=1126 Ack=41243 Win=66048 Len=0 SLE=42623 SRE=45383 SLE=50903 SRE=53663,,,,,,,,,,391.559142,391.558979,0.000163,391.558816,391.558653
13782,391.559142,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=41243 Ack=1126 Win=31744 Len=1380,,,,,,,,,,391.559194,391.559142,5.2E-05,391.55909,391.559038
13783,391.559194,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=45383 Win=66048 Len=0 SLE=50903 SRE=53663,,,,,,,,,,392.044038,391.559194,0.484844,391.07435,390.589506
13860,392.044038,23.111.9.35,192.168.43.125,TLSv1.2,123,Application Data,,,,,,,,,,392.24421,392.044038,0.200172,391.843866,391.643694
13890,392.24421,192.168.43.125,23.111.9.35,TCP,54,49237  >  443 [ACK] Seq=569 Ack=220 Win=65792 Len=0,,,,,,,,,,394.612522,392.24421,2.368312,389.875898,387.507586
13929,394.612522,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=45383 Ack=1126 Win=31744 Len=1380,,,,,,,,,,394.612642,394.612522,0.00012,394.612402,394.612282
13930,394.612642,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=46763 Win=66048 Len=0 SLE=50903 SRE=53663,,,,,,,,,,394.963501,394.612642,0.350859,394.261783,393.910924
13931,394.963501,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=48143 Ack=1126 Win=31744 Len=1380,,,,,,,,,,394.963588,394.963501,8.7E-05,394.963414,394.963327
13932,394.963588,192.168.43.125,23.111.9.35,TCP,74,[TCP Dup ACK 13930#1] 49236  >  443 [ACK] Seq=1126 Ack=46763 Win=66048 Len=0 SLE=48143 SRE=49523 SLE=50903 SRE=53663,,,,,,,,,,396.663366,394.963588,1.699778,393.26381,391.564032
13936,396.663366,192.168.43.125,74.125.200.94,TCP,55,[TCP Keep-Alive] 49235  >  443 [ACK] Seq=1074 Ack=3726 Win=65024 Len=1,,,,,,,,,,396.729929,396.663366,0.066563,396.596803,396.53024
13937,396.729929,74.125.200.94,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49235 [ACK] Seq=3726 Ack=1075 Win=67840 Len=0 SLE=1074 SRE=1075,,,,,,,,,,397.696751,396.729929,0.966822,395.763107,394.796285
13943,397.696751,74.125.24.149,192.168.43.125,TCP,54,"[TCP Previous segment not captured] 443  >  49232 [FIN, ACK] Seq=4198 Ack=1531 Win=68352 Len=0",,,,,,,,,,397.696831,397.696751,8E-05,397.696671,397.696591
13944,397.696831,192.168.43.125,74.125.24.149,TCP,54,[TCP Dup ACK 2511#1] 49232  >  443 [ACK] Seq=1531 Ack=4142 Win=64768 Len=0,,,,,,,,,,397.696924,397.696831,9.3E-05,397.696738,397.696645
13945,397.696924,74.125.24.149,192.168.43.125,TCP,110,"[TCP Out-Of-Order] 443  >  49232 [PSH, ACK] Seq=4142 Ack=1531 Win=68352 Len=56",,,,,,,,,,397.696981,397.696924,5.7E-05,397.696867,397.69681
13946,397.696981,192.168.43.125,74.125.24.149,TCP,54,49232  >  443 [ACK] Seq=1531 Ack=4199 Win=64768 Len=0,,,,,,,,,,397.697332,397.696981,0.000351,397.69663,397.696279
13947,397.697332,192.168.43.125,74.125.24.149,TCP,54,"49232  >  443 [FIN, ACK] Seq=1531 Ack=4199 Win=64768 Len=0",,,,,,,,,,397.772233,397.697332,0.074901,397.622431,397.54753
13948,397.772233,74.125.24.149,192.168.43.125,TCP,54,443  >  49232 [ACK] Seq=4199 Ack=1532 Win=68352 Len=0,,,,,,,,,,412.276593,397.772233,14.50436,383.267873,368.763513
14014,412.276593,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=46763 Ack=1126 Win=31744 Len=1380,,,,,,,,,,412.276743,412.276593,0.00015,412.276443,412.276293
14015,412.276743,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=49523 Win=66048 Len=0 SLE=50903 SRE=53663,,,,,,,,,,412.624318,412.276743,0.347575,411.929168,411.581593
14016,412.624318,23.111.9.35,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,412.624407,412.624318,8.9E-05,412.624229,412.62414
14017,412.624407,192.168.43.125,23.111.9.35,TCP,74,[TCP Dup ACK 14015#1] 49236  >  443 [ACK] Seq=1126 Ack=49523 Win=66048 Len=0 SLE=56423 SRE=57803 SLE=50903 SRE=53663,,,,,,,,,,412.624633,412.624407,0.000226,412.624181,412.623955
14018,412.624633,23.111.9.35,192.168.43.125,TCP,1434,443  >  49236 [ACK] Seq=57803 Ack=1126 Win=31744 Len=1380,,,,,,,,,,412.624674,412.624633,4.1E-05,412.624592,412.624551
14019,412.624674,192.168.43.125,23.111.9.35,TCP,74,[TCP Dup ACK 14015#2] 49236  >  443 [ACK] Seq=1126 Ack=49523 Win=66048 Len=0 SLE=56423 SRE=59183 SLE=50903 SRE=53663,,,,,,,,,,412.966649,412.624674,0.341975,412.282699,411.940724
14020,412.966649,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=49523 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,412.966773,412.966649,0.000124,412.966525,412.966401
14021,412.966773,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=53663 Win=66048 Len=0 SLE=56423 SRE=59183,,,,,,,,,,412.96688,412.966773,0.000107,412.966666,412.966559
14022,412.96688,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=53663 Ack=1126 Win=31744 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,412.966919,412.96688,3.9E-05,412.966841,412.966802
14023,412.966919,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=55043 Win=66048 Len=0 SLE=56423 SRE=59183,,,,,,,,,,413.30755,412.966919,0.340631,412.626288,412.285657
